text,label
"Saya pernah bertanggung jawab untuk mengecat kendaraan produksi untuk berbagai pelanggan. Saya memiliki pengalaman dalam menggunakan berbagai jenis cat logam, termasuk cat epoksi, cat alkyd, dan cat poliester. Saya juga mahir dalam persiapan permukaan logam sebelum pengecatan, termasuk pengamplasan, pelapisan anti karat, dan penerapan primer.",Tukang Cat
"Saya pernah terlibat dalam proyek-proyek riset dan pengembangan, menguji dan menerapkan cat inovatif untuk menciptakan solusi pengecatan yang unggul dan modern.",Tukang Cat
Mengoptimalkan kinerja sistem dengan mengidentifikasi dan mengatasi bottleneck.,Service sistem
"Selama setahun di toko penjualan barang elektronik, saya bertugas sebagai teknisi, memperbaiki soundsystem, alat listrik, dan produk elektronik lainnya. Saya menyediakan jasa troubleshooting, instalasi, dan perbaikan yang berkualitas tinggi untuk memastikan kepuasan pelanggan.",Service Soundsystem
"Sebagai teknisi elektronik, saya telah melayani lebih dari 100 pelanggan sejak saya mulai bekerja di toko penjualan barang elektronik. Permasalahan yang biasa hadapi pelanggan seperti kerusakan TV, kebocoran listrik, masalah jelajah dan overheat. Saya juga melakukan pengecekan dan perbaikan alat elektronik lainnya.",Service Televisi
"Sebagai bagian dari tim servis mesin cuci di toko elektronik, saya rutin menangani masalah seperti putaran mesin yang tidak konsisten, kebocoran air, gangguan pada sistem pengering, serta kerusakan pada komponen kendali dan motor. Pelanggan sering menghadapi kendala drainase, gangguan kontrol suhu, dan permasalahan terkait motor yang tidak berfungsi dengan baik.",Service Mesin Cuci
"Sebagai tukang semen, saya memiliki pengalaman lebih dari 20 tahun dalam menggunakan berbagai alat seperti ember, sekop, trowel, dan roller. Keahlian saya mencakup penggunaan alat-alat ini dengan efisien untuk mencapai hasil penyemenan yang berkualitas tinggi.",Tukang Semen
"Mengelola dan memelihara solusi backup, termasuk konfigurasi dan jadwal backup berkala.",Service data
Melakukan audit reguler untuk memastikan kepatuhan terhadap kebijakan keamanan.,Service keamanan
"Pengalaman melakukan upgrade pada perangkat keras seperti menambahkan RAM, mengganti baterai, atau menginstal komponen baru.",Service perangkat keras
"Saya adalah teknisi komputer ahli dalam instalasi, troubleshooting, dan pemeliharaan sistem komputer. Diantara keahlian saya yaitu membangun jaringan dan memelihara perangkat komputer dan jaringan, memecahkan masalah, memperbaiki dan mengoptimalkan sistem.",Service sistem
"Sebagai tukang kayu spesialis ukiran, saya telah membuat pintu masuk rumah dengan ukiran kayu yang indah dan rumit. Setiap detail diukir dengan teliti, menciptakan elemen dekoratif yang menjadi pusat perhatian dalam desain arsitektur.",Tukang Kayu
"Sebagai tukang kayu spesialis konstruksi, saya telah mengelola proyek-proyek pembuatan bangunan dari kayu dengan fokus pada kekuatan struktural dan keamanan. Saya memastikan bahwa setiap elemen konstruksi kayu dipilih dan dipasang dengan teliti untuk mencapai hasil yang kuat dan estetis.",Tukang Kayu
"Saya telah memimpin proyek-proyek pembangunan bangunan dengan struktur batu cadas, memberikan fondasi yang kokoh dan tahan lama untuk berbagai jenis bangunan.",Tukang Batu
Mengelola solusi pemulihan data dan cadangan untuk melindungi informasi kritis dan memastikan ketersediaan data setelah kehilangan atau kegagalan sistem.,Service perangkat lunak
"Selama bekerja selama 4 tahun di sebuah toko penjualan barang elektronik, saya telah berhasil mengatasi berbagai masalah yang terjadi pada peralatan seperti soundsystem, pemutar music, dan alat elektronik lainnya. Saya telah berhasil memberikan laporan terperinci tentang kerusakan, memberikan rekomendasi dan mengoptimalkan kinerja untuk pelanggan.",Service Soundsystem
Memantau kesehatan sistem perangkat lunak menggunakan alat pemantauan dan merespons peringatan dengan cepat.,Service perangkat lunak
"Selama bekerja di perusahaan penjualan barang elektronik, saya telah berhasil menyelesaikan berbagai masalah elektronik, termasuk servis televisi dan perbaikan lainnya. Permasalahan yang paling sering dialami pelanggan meliputi kerusakan baterai, masalah sinyal, masalah pemancar, bug software, dan seterusnya.",Service Televisi
"Saya terlibat dalam perencanaan, implementasi, dan pemantauan solusi backup yang efektif. Sistem backup ini dirancang untuk memastikan bahwa data kritis dapat dipulihkan dengan cepat dalam situasi darurat, seperti kehilangan data akibat kerusakan perangkat keras atau serangan siber.",Service data
"Sebagai tim servis AC, pengalaman saya melayani berbagai permasalahan terkait AC, seperti kebocoran, aliran udara tidak cukup kuat, suara berisik, sistem tidak menyala, dan biaya instalasi yang mahal. saya mengidentifikasi dan memperbaiki masalah tersebut dengan cepat dan tepat.",Service AC
"Saya merupakan seorang teknisi komputer yang berfokus pada sistem komputer. Sebagian besar waktu saya dilakukan untuk mengurus dan memperbaiki sistem komputer, seperti troubleshooting, installations, dan upgrades. Saya juga dapat memberikan dukungan teknis kepada pengguna komputer.",Service sistem
Saya adalah seorang teknisi komputer yang berfokus pada keamanan komputer. Saya memastikan bahwa sistem komputer dan jaringan sesuai dengan standar keamanan. Teknisi komputer saya juga melakukan analisis terhadap ancaman keamanan dan memberikan saran bagi perusahaan.,Service keamanan
"Sebagai anggota tim servis televisi, kami sering menangani masalah yang umumnya dihadapi pelanggan, seperti gangguan pada layar, audio yang bermasalah, masalah koneksi antena, dan kegagalan komponen internal. Melalui pendekatan yang teliti, kami memastikan perbaikan yang tepat demi memenuhi kebutuhan pelanggan.",Service Televisi
"Sebagai bagian dari tim servis soundsystem di perusahaan elektronik, kami berfokus pada penanganan masalah umum seperti gangguan suara, kegagalan perangkat, kabel rusak, dan masalah koneksi. Kami memastikan penyelesaian yang cepat dan efektif demi memastikan performa audio yang optimal bagi pelanggan.",Service Soundsystem
"Saya seorang teknisi komputer yang berfokus pada pengelolaan data komputer. Teknisi komputer berfungsi untuk mengeksploitasi, memelihara, dan meningkatkan data komputer serta jaringan yang ada.",Service data
"Saya melakukan pekerjaan sebagai teknisi komputer, dengan fokus pada konfigurasi dan pemeliharaan berbagai jenis perangkat keras dan lunak sistem komputer, untuk memastikan bahwa semuanya berfungsi dengan benar.",Service sistem
"Menjadi teknisi elektronik independen selama tiga tahun terakhir. Fokus utama saya adalah pada perbaikan dan pemeliharaan televisi. Saya telah berhasil menyelesaikan masalah pada TV yang mengalami gangguan pada panel layar, perangkat keras yang rusak, atau bahkan kerusakan sinyal.",Service Televisi
"Saya pernah terlibat dalam proyek pengecatan di lingkungan yang peka terhadap lingkungan, dengan fokus pada penggunaan cat ramah lingkungan dan teknik pengecatan yang berkelanjutan.",Tukang Cat
Kesadaran tinggi terhadap keamanan perangkat lunak dan pemahaman tentang praktik keamanan informasi.,Service perangkat lunak
"Menginstal, mengonfigurasi, dan memastikan kelancaran operasi perangkat lunak pada berbagai platform dan sistem operasi.",Service perangkat lunak
"Sebagai teknisi di perusahaan penjualan barang elektronik, saya sering menangani masalah servis televisi dan perangkat elektronik lainnya. Pelanggan sering mengalami masalah layar televisi rusak, gangguan audio, kerusakan listrik, dan kesulitan dalam penggunaan remote control atau tombol televisi.",Service Televisi
Saya pernah mengerjakan proyek untuk memperbaiki pipa air di sebuah tambang batubara. Saya menggunakan pipa baja dengan diameter 20 inci dan teknik las listrik untuk menyambung pipa-pipa tersebut. Saya memastikan bahwa hasil pengelasan kuat dan tahan lama.,Tukang Las
"Sebagai bagian dari tim servis televisi profesional, saya sering menangani masalah umum seperti kerusakan layar, gangguan audio, masalah koneksi antena, dan kegagalan komponen internal yang kerap dihadapi oleh pelanggan. Kami bertujuan untuk memberikan solusi tepat guna demi memastikan kepuasan dan kenyamanan pelanggan.",Service Televisi
"Dalam pengalaman saya di toko elektronik, saya sering menangani servis lemari pendingin/kulkas serta peralatan elektronik lainnya. Pelanggan sering menghadapi masalah seperti kebocoran lemari pendingin, kerusakan suhu, dan masalah pada komponen elektronik seperti mati mendadak, masalah kelistrikan, dan kerusakan sirkuit. Melalui diagnosis yang teliti, saya memastikan memberikan solusi yang tepat guna memulihkan fungsi optimal peralatan pelanggan.",Service Kulkas
Saya tukang batu yang terampil dengan pengalaman lebih dari 10 tahun dalam mengolah batu marmer untuk menciptakan lantai-lantai indah dan tangga-tangga mewah.,Tukang Batu
"Selama 5 tahun, saya telah menyediakan servis pada AC di sebuah toko penjualan barang elektronik. Permasalahan yang sering muncul adalah kurangnya tekanan freon, kerusakan kompresor, dan masalah listrik. Saya juga sangat ahli dalam mengevaluasi kebutuhan pelanggan atas suhu udara dan jenis pendinginan yang tepat.",Service AC
Saya memiliki keahlian dalam menggunakan mesin pompa beton untuk proyek-proyek yang memerlukan pengecoran dengan presisi dan volume besar. Keahlian ini meningkatkan efisiensi dan kualitas pekerjaan penyemenan.,Tukang Semen
Menganalisis hasil penilaian dan memberikan rekomendasi untuk memperbaiki kelemahan yang ditemukan.,Service keamanan
"Saya terlibat dalam memberikan pelatihan keamanan kepada pengguna dan staf organisasi. Ini melibatkan penyuluhan mengenai praktik keamanan, ancaman siber, dan cara melindungi informasi sensitif.",Service keamanan
"Saya memiliki pengalaman dalam berbagai teknik pengecatan, termasuk pengecatan manual, pengecatan semprot, dan pengecatan dekoratif. Saya juga berpengalaman dalam menggunakan berbagai alat dan perlengkapan pengecatan.",Tukang Cat
"Saya pernah bekerja berfokuskan pada servis AC dan pendingin ruangan di perusahaan elektronik. Saya telah menghadirkan layanan servis komprehensif untuk AC. Pengalaman saya selama bekerja terdiri atas perbaikan, pembersihan, penggantian komponen, serta pemeliharaan rutin AC milik pelanggan.",Service AC
"Keahlian saya terletak pada ukiran batu, di mana saya telah berhasil menciptakan elemen dekoratif seperti relief batu untuk menghiasi fasad bangunan dan taman-taman pribadi.",Tukang Batu
Berpengalaman dalam mengidentifikasi dan mengatasi masalah yang terkait dengan aplikasi atau program tertentu.,Service perangkat lunak
"Saya menerapkan praktik pemeliharaan preventif untuk meminimalkan risiko kerusakan perangkat keras. Ini mencakup pembersihan fisik, pemantauan suhu, dan penerapan tindakan pencegahan lainnya.",Service perangkat keras
"Selama bekerja sebagai teknisi elektronik di toko penjualan barang elektronik, saya bertanggung jawab untuk mengecek dan memperbaiki mesin cuci. Saya memberikan layanan perawatan, diagnostik, perbaikan dan instalasi berbagai macam merek, serta memberikan masukan yang berguna tentang cara menjaga agar mesin cuci berfungsi dengan baik.",Service Mesin Cuci
"Dalam pekerjaan servis di toko elektronik, saya menangani permasalahan beragam pada pendingin makanan dan pendingin ruangan. Masalah yang saya hadapi meliputi kebocoran refrigeran, kompresor yang rusak, pengaturan suhu yang tidak stabil, dan perawatan untuk memastikan performa optimal kedua jenis pendingin tersebut.",Service Kulkas
"Saya terampil dalam menggunakan teknik penyemenan khusus untuk struktur air, seperti kolam renang dan tangki penyimpanan, memahami kebutuhan khusus untuk tahan terhadap kelembaban dan tekanan air.",Tukang Semen
"Sebagai tukang kayu spesialis, saya telah terlibat dalam proyek pembuatan furniture kustom dengan desain yang unik dan fungsional. Keahlian saya meliputi pemilihan kayu berkualitas tinggi, perancangan desain yang ergonomis, dan pengerjaan dengan tingkat presisi yang tinggi.",Tukang Kayu
"Sebagai tukang kayu yang mahir dalam pembuatan furnitur kustom, saya telah menciptakan rak sepatu yang cerdas dan efisien untuk mengoptimalkan ruang penyimpanan. Desain ini mencakup pemilihan kayu yang tahan lama dan penempatan rak yang dapat disesuaikan.",Tukang Kayu
"Saya memiliki pengalaman dalam pekerjaan pengecoran cepat untuk proyek-proyek darurat, termasuk perbaikan jalan dan infrastruktur setelah bencana alam.",Tukang Semen
Saya pernah mengerjakan proyek pembangunan jalan raya sepanjang 1 kilometer. Saya menggunakan beton dengan mutu K-250. Beton tersebut dicor menggunakan mesin pompa beton. Saya juga menggunakan vibrator untuk meratakan dan menghilangkan gelembung udara dari beton.,Tukang Semen
Saya memiliki pengalaman dalam membangun kitchen set kustom dengan desain modern dan fungsional. Setiap kabinet dan laci dirancang untuk memaksimalkan ruang penyimpanan dan memudahkan aktivitas dapur sehari-hari.,Tukang Kayu
"Di perusahaan elektronik, pengalaman saya dalam servis soundsystem dan peralatan elektronik lainnya mencakup masalah umum seperti kerusakan pada speaker, gangguan amplifier yang mengakibatkan suara tidak jernih, masalah pada kabel audio yang menyebabkan gangguan audio, serta konfigurasi atau pengaturan yang tidak tepat.",Service Soundsystem
"Sebagai tukang cat yang berpengalaman lebih dari 10 tahun, saya telah mengembangkan hubungan yang baik dengan penyedia cat terkemuka, memastikan pasokan bahan berkualitas tinggi untuk setiap proyek.",Tukang Cat
"Saya terlibat dalam evaluasi dan seleksi perangkat lunak baru untuk memenuhi kebutuhan organisasi. Ini melibatkan pemahaman terhadap persyaratan bisnis, pembandingan produk, dan penentuan apakah perangkat lunak dapat diintegrasikan dengan infrastruktur yang ada.",Service perangkat lunak
"Saya ahli dalam teknik pengelasan autogenous (pengelasan gas) untuk menggabungkan logam tembaga, dengan fokus pada pembuatan instalasi listrik dan sistem kelistrikan.",Tukang Las
"Merancang, mengimplementasikan, dan mengelola infrastruktur IT yang mencakup server, jaringan, dan sistem penyimpanan.",Service sistem
"Saya pernah membantu memperbaiki soundsystem milik band teman saya. Saya melakukan instalasi perangkat audio, identifikasi dan perbaikan masalah kabel, pemecahan masalah pada amplifier, hingga pengaturan ulang sistem suara agar menghasilkan kualitas audio yang optimal.",Service Soundsystem
"Menyelidiki dan menganalisis kegagalan perangkat penyimpanan, baik secara fisik maupun logis.",Service data
